SUMMARIZATION_LEVEL,NAME,ORGANIZATION_CITY,ORGANIZATION_ZIP,SERVICE_DESCRIPTION,SERVICE_METHOD_NAME,MEDIAN_ALLOWED_AMT,LOWER_25_ALLOWED_AMT,UPPER_75_ALLOWED_AMT,REPORTING_PERIOD_BEGIN_DT,REPORTING_PERIOD_END_DT
Organization,Olympia Multi Specialty Clinic Ambulatory Procedure Center,Olympia,98502,Colonoscopy with Lesion Removal,Outpatient Surgery,1851.44,1534.78,2238.42,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Overlake Ambulatory Surgery Center,Bellevue,98004,Colonoscopy with Lesion Removal,Outpatient Surgery,1606.58,1243.49,2158.85,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pacific Cataract And Laser Institute - Kennewick,Kennewick,99336,Cataract Removal with Implant of Lens,Outpatient Surgery,1851.37,1788.1,1941.8,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pacific Cataract And Laser Institute - Olympia,Olympia,98506,Cataract Removal with Implant of Lens,Outpatient Surgery,2259.3,2177.4,2304.24,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pacific Cataract And Laser Institute - Silverdale,Silverdale,98383,After-Cataract Laser Surgery,Outpatient Surgery,856.73,670.12,1094.57,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pacific Rim Outpatient Surgery Center,Bellingham,98225,Cataract Removal with Implant of Lens,Outpatient Surgery,3424.87,2818.01,4067.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Diagnostic Imaging Northwest,Puyallup,98372,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,107.06,80.13,109.8,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Harborview Medical Center,Seattle,98104,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,2883.27,2320,3295.47,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Harborview Medical Center,Seattle,98104,Colonoscopy with Lesion Removal,Outpatient Surgery,3979.28,2990.93,5203.24,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Harborview Medical Center,Seattle,98104,Cataract Removal with Implant of Lens,Outpatient Surgery,6427.37,5355.83,8070,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Harborview Medical Center,Seattle,98104,MRI of the Spine,Outpatient Diagnostic,2471.52,1881.21,2641.27,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Harborview Medical Center,Seattle,98104,X-ray of Knee: 3+ Views,Outpatient Diagnostic,269.75,203.81,285.35,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Columbia Memorial Hospital,Astoria,97103,Echocardiogram,Outpatient Diagnostic,1639.38,1076.35,1852.09,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Gritman Medical Center,Moscow,83843,MRI of the Spine,Outpatient Diagnostic,1427.31,1183.72,1427.31,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Gritman Medical Center,Moscow,83843,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,437.89,437.89,504.58,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Kootenai Health,Coeur D Alene,83814,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,947.2,892.85,1012.59,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Mid-Columbia Medical Center,The Dalles,97058,Colonoscopy with Lesion Removal,Outpatient Surgery,3311.07,3039.74,3571.96,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Hood River Memorial Hospital,Hood River,97031,Colonoscopy and Biopsy,Outpatient Surgery,5230.97,4447.33,5694.74,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Hood River Memorial Hospital,Hood River,97031,Screening Digital Mammogram,Outpatient Diagnostic,423.77,387.21,464.96,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,St. Joseph Hospital,Lewiston,83501,Screening Digital Mammogram,Outpatient Diagnostic,232.86,157.77,262.95,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Doctors Clinic,Bremerton,98310,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,159.6,159.6,159.6,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Franciscan Medical Group,Tacoma,98402,Colonoscopy and Biopsy,Outpatient Surgery,2421.71,690.66,4093.92,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Legacy Salmon Creek Medical Center,Vancouver,98686,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,195.66,195.66,223.43,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Legacy Salmon Creek Medical Center,Vancouver,98686,Obstetrical Ultrasound of Fetus,Outpatient Diagnostic,296.32,286.4,378.64,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,"Feminist Women'S Health Center, Cedar River Clinics - Renton",Renton,98057,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,100.24,100.24,204.14,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Highline Imaging,Burien,98166,MRI of the Spine,Outpatient Diagnostic,656.35,612.3,778.96,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pediatrix Cardiology Of Washington,Tacoma,98405,Echocardiogram,Outpatient Diagnostic,540.55,401.23,556.51,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,"Rehabilitation, Sports & Spine Center",Everett,98201,Spine Epidural Injection,Outpatient Diagnostic,280.58,274.48,296.26,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Pacific Sports Medicine,Tacoma,98405,X-ray of Knee: 3+ Views,Outpatient Diagnostic,68.61,60.03,107.22,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pacmed Ambulatory Surgical Clinic,Seattle,98104,Colonoscopy with Lesion Removal,Outpatient Surgery,1959.19,1486.35,2081.7,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Polyclinic,Seattle,98104,Colonoscopy and Biopsy,Outpatient Surgery,2441.86,2370.93,3691.93,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Proliance Orthopedic Associates Ambulatory Surgery Center,Renton,98055,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,144.2,143.58,176.23,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Edmonds Orthopedic Center,Edmonds,98026,Drain/Injection Joint with Ultrasound Guidance,Outpatient Diagnostic,117.25,117.25,117.25,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Everett Bone & Joint,Everett,98201,X-ray of Hip: 2+ Views,Outpatient Diagnostic,55.94,55.14,56.93,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Sequim Same Day Surgery,Sequim,98382,Diagnostic Colonoscopy,Outpatient Surgery,844.73,806.93,939.95,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Southlake Clinic,Renton,98055,Diagnostic Colonoscopy,Outpatient Surgery,997.33,943.04,1331.9,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Southlake Clinic,Renton,98055,Colonoscopy with Lesion Removal,Outpatient Surgery,1618.38,1288.51,1890.48,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Srm Spokane,Spokane Valley,99216,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,136.51,100.24,136.51,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Sunrise Endoscopy Center,Puyallup,98374,Colonoscopy with Lesion Removal,Outpatient Surgery,1932.89,1746.65,2378.61,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Doctors Clinic Ambulatory Surgery Center,Silverdale,98383,Colonoscopy and Biopsy,Outpatient Surgery,1062.21,1056.39,1194.36,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Polyclinic Surgery Center,Seattle,98122,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,1678.72,1402.54,1919.55,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Spokane Eye Surgery Center,Spokane,99204,Cataract Removal with Implant of Lens,Outpatient Surgery,2408.33,2231.97,2592.8,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Rainier Orthopedic Institute,Puyallup,98374,X-ray of Knee: 3+ Views,Outpatient Diagnostic,52.55,51.72,66.75,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Surgery Center At Tri-City Orthopaedic,Kennewick,99336,Knee Arthroscopy,Outpatient Surgery,3209.89,2829.7,3913.49,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Vancouver Clinic,Vancouver,98664,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,148.02,141.08,163.12,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Vancouver Clinic,Vancouver,98664,Colonoscopy with Lesion Removal,Outpatient Surgery,1959.17,1659.87,2329.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Vancouver Clinic,Vancouver,98664,MRI of the Spine,Outpatient Diagnostic,933.89,890.09,992.4,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Tri City Regional Surgery Center,Richland,99352,Colonoscopy and Biopsy,Outpatient Surgery,1160.65,1084.02,1520.76,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Tri City Regional Surgery Center,Richland,99352,Spine Epidural Injection,Outpatient Diagnostic,552.02,552.02,598.39,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Tri-Cities Endoscopy Center,Kennewick,99336,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,986.98,831.8,1021.65,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Tri-Cities Endoscopy Center,Kennewick,99336,Diagnostic Colonoscopy,Outpatient Surgery,897.08,883.71,898.35,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Virginia Mason Bellevue Ambulatory Surgical Center,Bellevue,98004,Colonoscopy with Lesion Removal,Outpatient Surgery,2170.92,2088.69,2727.64,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Walla Walla Clinic Ambulatory Surgery Center,Walla Walla,99362,Diagnostic Colonoscopy,Outpatient Surgery,1257.23,1044.5,1877.13,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Walla Walla Clinic Ambulatory Surgery Center,Walla Walla,99362,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,177.22,175.5,182.25,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Walla Walla Clinic Ambulatory Surgery Center,Walla Walla,99362,Obstetrical Ultrasound of Fetus,Outpatient Diagnostic,258.56,252.55,262.95,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Inland Imaging Associates,Spokane,99202,Drain/Injection Joint with Ultrasound Guidance,Outpatient Diagnostic,183.27,172.81,188.3,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Belladonna Breast Imaging Center,Bellevue,98004,Diagnostic Digital Mammogram: Unilateral,Outpatient Diagnostic,175.42,175.42,189.14,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Bellevue Medical Imaging,Bellevue,98004,Bone Mineral Density Scan,Outpatient Diagnostic,66.23,66.23,66.23,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Bellevue Medical Imaging,Bellevue,98004,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,100.24,100.24,173,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Tra - Medical Imaging,Tacoma,98405,Diagnostic Digital Mammogram: Unilateral,Outpatient Diagnostic,239.27,206.64,239.27,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Everett Clinic - Founders Building,Everett,98201,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,117.74,105.04,127.51,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Everett Clinic - Founders Building,Everett,98201,Hysteroscopy with Biopsy,Outpatient Surgery,1857.43,1308.14,6093.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Everett Clinic - Founders Building,Everett,98201,Echocardiogram,Outpatient Diagnostic,365.89,357.57,443.26,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Everett Clinic - Founders Building,Everett,98201,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,154.99,145,247.26,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Carol Milgard Breast Center,Tacoma,98405,Breast Biopsy Including Ultrasound Guidance,Outpatient Surgery,1731.94,1461.79,2419.25,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Carol Milgard Breast Center,Tacoma,98405,Bone Mineral Density Scan,Outpatient Diagnostic,122.39,122.39,188.15,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,South Sound Radiology,Olympia,98506,Spine Epidural Injection,Outpatient Diagnostic,377.2,357.52,377.2,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Valley Hospital,Spokane Valley,99216,Colonoscopy with Lesion Removal,Outpatient Surgery,2921.46,2608.72,3778.3,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Valley Hospital,Spokane Valley,99216,Echocardiogram,Outpatient Diagnostic,1170.09,1094.87,1210.53,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Mt. Baker Imaging,Lynden,98264,X-ray of Hip: 2+ Views,Outpatient Diagnostic,58.58,58.58,72.98,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish First Hill,Seattle,98122,Emergency Department Visit: Moderate Severity,Outpatient Diagnostic,516.91,437.98,641.01,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish First Hill,Seattle,98122,Screening Digital Mammogram,Outpatient Diagnostic,199.17,149.84,229,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish Issaquah,Issaquah,98029,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,2379.11,1990.34,3072.71,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish Issaquah,Issaquah,98029,Hysteroscopy with Salpingo-oophorectomy,Outpatient Surgery,11763.94,9598.11,15134.18,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish Issaquah,Issaquah,98029,Spine Epidural Injection,Outpatient Diagnostic,1360.7,993.4,1681.13,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish Issaquah,Issaquah,98029,Discectomy,Outpatient Surgery,13424.27,11419.59,14491.65,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish Issaquah,Issaquah,98029,X-ray of Hip: 2+ Views,Outpatient Diagnostic,138.99,119.02,138.99,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish Issaquah,Issaquah,98029,Echocardiogram,Outpatient Diagnostic,932.63,772.2,1134.79,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish Issaquah,Issaquah,98029,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,335.1,298.16,384.27,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Toppenish Community Hospital,Toppenish,98948,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,536.91,237.34,632.19,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Trios Health,Kennewick,99336,Bone Mineral Density Scan,Outpatient Diagnostic,202.06,143.74,204.21,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Trios Health,Kennewick,99336,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,312.65,186.18,327.42,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Tri-State Memorial Hospital,Clarkston,99403,X-ray of Knee: 3+ Views,Outpatient Diagnostic,208.94,207,404.9,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Tri-State Memorial Hospital,Clarkston,99403,Bone Mineral Density Scan,Outpatient Diagnostic,382.82,364.42,382.82,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Uw Medicine - Northwest Hospital & Medical Center,Seattle,98133,Cataract Removal with Implant of Lens,Outpatient Surgery,5401.5,1528.9,6543.53,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Uw Medicine - Northwest Hospital & Medical Center,Seattle,98133,MRI of the Spine,Outpatient Diagnostic,900.12,729.77,1065.89,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Uw Medicine - Northwest Hospital & Medical Center,Seattle,98133,Remove Uterine Lesions/Cysts: Laparoscopic,Outpatient Surgery,14057.79,12559.05,19332.86,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Uw Medicine - Northwest Hospital & Medical Center,Seattle,98133,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,399.47,319.52,487.47,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Uw Medicine - University Of Washington Medical Center,Seattle,98195,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,2972.62,2569.17,3441.08,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Uw Medicine - University Of Washington Medical Center,Seattle,98195,Colonoscopy and Biopsy,Outpatient Surgery,3084.97,2681.47,3684.18,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Uw Medicine - University Of Washington Medical Center,Seattle,98195,X-ray of Hip: 2+ Views,Outpatient Diagnostic,175.62,150.77,201.77,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Uw Medicine - University Of Washington Medical Center,Seattle,98195,Obstetrical Ultrasound of Fetus,Outpatient Diagnostic,474.28,397.15,558.49,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Uw Medicine - University Of Washington Medical Center,Seattle,98195,Coronary Angioplasty: Outpatient,Outpatient Surgery,34560.62,26005.14,38906.35,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Klickitat Valley Health,Goldendale,98620,Emergency Department Visit: Moderate Severity,Outpatient Diagnostic,738.36,729.44,816.94,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Lake Chelan Community Hospital,Chelan,98816,X-ray of Hip: 2+ Views,Outpatient Diagnostic,53.7,53.7,78.36,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Lake Chelan Community Hospital,Chelan,98816,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,210.12,191.54,216.45,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Lake Chelan Community Hospital,Chelan,98816,Bone Mineral Density Scan,Outpatient Diagnostic,220.5,209.48,220.5,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Lake Chelan Community Hospital,Chelan,98816,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,265.49,257.72,301.02,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Legacy Salmon Creek Medical Center,Vancouver,98686,X-ray of Knee: 3+ Views,Outpatient Diagnostic,111.87,18.14,124.55,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Legacy Salmon Creek Medical Center,Vancouver,98686,Diagnostic Digital Mammogram: Unilateral,Outpatient Diagnostic,350.22,221.91,350.22,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Lourdes Medical Center,Pasco,99301,Obstetrical Ultrasound of Fetus,Outpatient Diagnostic,267.95,213.54,358.28,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Lourdes Medical Center,Pasco,99301,Echocardiogram,Outpatient Diagnostic,918.24,665.82,947.66,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Mason General Hospital & Family Of Clinics,Shelton,98584,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,87.08,72.68,107.04,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Morton General Hospital,Morton,98356,Diagnostic Colonoscopy,Outpatient Surgery,2317.77,1956.41,2741.35,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Morton General Hospital,Morton,98356,Colonoscopy and Biopsy,Outpatient Surgery,3489.61,2457.81,3689.89,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Auburn Medical Center,Auburn,98001,Hysteroscopy with Biopsy,Outpatient Surgery,6667.74,4963.74,9060.2,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Auburn Medical Center,Auburn,98001,Esophagram,Outpatient Diagnostic,352.63,288.89,366.49,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Auburn Medical Center,Auburn,98001,Obstetrical Ultrasound of Fetus,Outpatient Diagnostic,546.37,432.85,572.99,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Good Samaritan Hospital,Puyallup,98372,X-ray of Knee: 3+ Views,Outpatient Diagnostic,258.86,127.32,314.45,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Good Samaritan Hospital,Puyallup,98372,Echocardiogram,Outpatient Diagnostic,1894.49,1358.17,3002.04,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Tacoma General Hospital,Tacoma,98405,Knee Arthroscopy,Outpatient Surgery,9325.78,6822.14,10940.08,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Tacoma General Hospital,Tacoma,98405,Colonoscopy with Lesion Removal,Outpatient Surgery,5441.36,3805.15,6301.43,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Tacoma General Hospital,Tacoma,98405,Cystoscopy of Bladder/Urethra,Outpatient Diagnostic,348.29,337.85,390.27,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Tacoma General Hospital,Tacoma,98405,Hysteroscopy with Biopsy,Outpatient Surgery,7816.56,5789.66,10077.34,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
