SUMMARIZATION_LEVEL,NAME,ORGANIZATION_CITY,ORGANIZATION_ZIP,PRODUCT_TYPE,MEASURE_CODE,MEASURE_DESCRIPTION,MEASURE_COMPONENT,MEASURE_SUMMARY_UNITS,AGE_STRATIFICATION,MEASURE_RESULT,LOWER_95_CI,UPPER_95_CI,REPORTING_PERIOD_BEGIN_DT,REPORTING_PERIOD_END_DT,PERFORMANCE_CATEGORY
Hospital,Kadlec Regional Medical Center,Richland,99352,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.15,0.13,0.19,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Kadlec Regional Medical Center,Richland,99352,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.75,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Kadlec Regional Medical Center,Richland,99352,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.6,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Kittitas Valley Healthcare,Ellensburg,98926,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.16,0.15,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Kittitas Valley Healthcare,Ellensburg,98926,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Deaconess Hospital,Spokane,99204,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,1.41,1.17,1.65,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Deaconess Hospital,Spokane,99204,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.73,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Deaconess Hospital,Spokane,99204,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,1.09,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Evergreenhealth Medical Center,Kirkland,98034,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,4.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Evergreenhealth Medical Center,Kirkland,98034,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.8,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Evergreenhealth Monroe,Monroe,98272,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,0.85,0.39,1.31,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Forks Community Hospital,Forks,98331,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,8.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Forks Community Hospital,Forks,98331,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,8.1,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Mason General Hospital & Family Of Clinics,Shelton,98584,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.91,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Good Samaritan Hospital,Puyallup,98372,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.87,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Centralia Hospital,Centralia,98531,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.89,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Holy Family Hospital,Spokane,99208,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.88,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Sunnyside Community Hospital & Clinics,Sunnyside,98944,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,1.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Uw Medicine/Harborview Medical Center,Seattle,98104,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,3.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Uw Medicine - Valley Medical Center,Renton,98055,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.88,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Whitman Hospital & Medical Center,Colfax,99111,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,4.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Island Hospital,Anacortes,98221,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.55,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Harrison Medical Center,Bremerton,98310,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,1.02,0.8,1.24,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Willapa Harbor Hospital,South Bend,98586,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Virginia Mason - Yakima Valley Memorial Hospital,Yakima,98902,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.78,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Virginia Mason - Yakima Valley Memorial Hospital,Yakima,98902,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,12.56,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Virginia Mason - Yakima Valley Memorial Hospital,Yakima,98902,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.44,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Valley Hospital,Spokane Valley,99216,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.14,0.1,0.18,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Mary Bridge Children'S Hospital & Health Center,Tacoma,98405,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Tacoma General Hospital,Tacoma,98405,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.75,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Tacoma General Hospital,Tacoma,98405,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,26.16,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Newport Hospital & Health Services,Newport,99156,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.16,0.14,0.18,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Olympic Medical Center,Port Angeles,98362,ALL,H-COMP-STK-4,Stroke Care: Thrombolytic Therapy,Compliance,Percent Compliance,Overall,0.67,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Olympic Medical Center,Port Angeles,98362,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.81,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Othello Community Hospital,Othello,99344,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Overlake Medical Center,Bellevue,98004,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.15,0.12,0.18,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Overlake Medical Center,Bellevue,98004,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,1.36,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Overlake Medical Center,Bellevue,98004,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.61,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Peacehealth St. John Medical Center,Longview,98632,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.79,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Peacehealth St. John Medical Center,Longview,98632,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,22.78,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Peacehealth St. John Medical Center,Longview,98632,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.52,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Peacehealth St. Joseph Medical Center,Bellingham,98225,ALL,H-COMP-STK-4,Stroke Care: Thrombolytic Therapy,Compliance,Percent Compliance,Overall,0.69,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Peacehealth United General Medical Center,Sedro Woolley,98284,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.16,0.14,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Pmh Medical Center,Prosser,99350,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.14,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Sunnyside Community Hospital & Clinics,Sunnyside,98944,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Swedish Cherry Hill,Seattle,98122,ALL,H-COMP-STK-4,Stroke Care: Thrombolytic Therapy,Compliance,Percent Compliance,Overall,1.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Swedish Cherry Hill,Seattle,98122,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.6,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Swedish Cherry Hill,Seattle,98122,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,1.65,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Swedish Edmonds,Edmonds,98026,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.15,0.12,0.19,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Swedish Edmonds,Edmonds,98026,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,1.11,0.8,1.41,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Swedish Edmonds,Edmonds,98026,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.75,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Swedish Edmonds,Edmonds,98026,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.48,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Swedish First Hill,Seattle,98122,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,1.43,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Swedish Issaquah,Issaquah,98029,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,3.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Toppenish Community Hospital,Toppenish,98948,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,0.88,0.39,1.37,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Toppenish Community Hospital,Toppenish,98948,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Trios Health,Kennewick,99336,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.16,0.12,0.2,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Trios Health,Kennewick,99336,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.86,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Trios Health,Kennewick,99336,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,22.87,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Trios Health,Kennewick,99336,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Tri-State Memorial Hospital,Clarkston,99403,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.16,0.14,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Tri-State Memorial Hospital,Clarkston,99403,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.9,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Tri-State Memorial Hospital,Clarkston,99403,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,4.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Uw Medicine/Harborview Medical Center,Seattle,98104,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.14,0.11,0.19,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Uw Medicine/Harborview Medical Center,Seattle,98104,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,0.91,0.67,1.14,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Uw Medicine/Harborview Medical Center,Seattle,98104,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,1.65,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Uw Medicine/Harborview Medical Center,Seattle,98104,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.12,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Uw Medicine - University Of Washington Medical Center,Seattle,98195,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,4.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Uw Medicine - University Of Washington Medical Center,Seattle,98195,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,40.25,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Uw Medicine - Valley Medical Center,Renton,98055,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.46,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Virginia Mason Medical Center,Seattle,98101,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,1.11,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Centralia Hospital,Centralia,98531,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,3.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Centralia Hospital,Centralia,98531,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Holy Family Hospital,Spokane,99208,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,3.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Holy Family Hospital,Spokane,99208,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,1.38,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Regional Medical Center Everett,Everett,98201,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.14,0.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Sacred Heart Medical Center & Children'S Hospital,Spokane,99204,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,20.18,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Sacred Heart Medical Center & Children'S Hospital,Spokane,99204,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,1.2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence St. Mary Medical Center,Walla Walla,99362,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.13,0.1,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence St. Mary Medical Center,Walla Walla,99362,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.8,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence St. Peter Hospital,Olympia,98506,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,0.86,0.64,1.08,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence St. Peter Hospital,Olympia,98506,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,39.27,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Pullman Regional Hospital,Pullman,99163,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.14,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Quincy Valley Medical Center,Quincy,98848,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.14,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Samaritan Healthcare,Moses Lake,98837,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,1.3,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Skagit Valley Hospital,Mount Vernon,98274,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,3.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Anthony Hospital,Gig Harbor,98332,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.5,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Clare Hospital,Lakewood,98499,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.88,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Francis Hospital,Federal Way,98003,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,0.85,0.52,1.18,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Francis Hospital,Federal Way,98003,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.76,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Francis Hospital,Federal Way,98003,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,22.97,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Francis Hospital,Federal Way,98003,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.31,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Highline Medical Center,Tukwila,98168,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,0.86,0.52,1.21,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Highline Medical Center,Tukwila,98168,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.75,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Highline Medical Center,Tukwila,98168,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,18.57,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Island Hospital,Anacortes,98221,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.89,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Island Hospital,Anacortes,98221,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,1.6,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Jefferson Healthcare,Port Townsend,98368,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.91,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Capital Medical Center,Olympia,98502,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.82,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Capital Medical Center,Olympia,98502,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.3,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Cascade Valley Hospital And Clinics,Arlington,98223,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,26.92,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Confluence Health - Central Washington Hospital,Wenatchee,98807,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.14,0.11,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Confluence Health - Central Washington Hospital,Wenatchee,98807,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.9,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Confluence Health - Central Washington Hospital,Wenatchee,98807,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.45,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Grays Harbor Community Hospital,Aberdeen,98520,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.86,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Grays Harbor Community Hospital,Aberdeen,98520,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.41,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Kittitas Valley Healthcare,Ellensburg,98926,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.9,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Kittitas Valley Healthcare,Ellensburg,98926,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,4.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Kittitas Valley Healthcare,Ellensburg,98926,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,16.38,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Lake Chelan Community Hospital,Chelan,98816,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Legacy Salmon Creek Medical Center,Vancouver,98686,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.59,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Deaconess Hospital,Spokane,99204,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.14,0.12,0.18,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Deaconess Hospital,Spokane,99204,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.16,0.15,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Evergreenhealth Medical Center,Kirkland,98034,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,0.73,0.45,1.0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
