OBJECTID,SYSTEM,PARENTID,DEPARTMENT,DESCRIPTION,SYNTURF_Location,System_Type,Turf_Type,Infill_Material,JOP,Maint_By,Maint_By_Spec,Construction_Entity,Construction_Entity_Spec,Contract_Type,Contract_Number,Commission_Date,RETIRED,Borough,Shape
113,Q300-SYNTURF-0031,Q300,Q-07,Rachel Carson,Colden Street and Geranium Avenue,Field Group,Non-Infill,Not Applicable,false,DPR,NULL,DPR,NULL,Capital,CNYG-1208M PLANYC,07/25/2011,False,Q,0xD708000001041400000080452A3FD7892F410036780E9CEC09418085FED3D7892F410048718DC1EC094100227BBDDF892F4100DE3C1FD6EC094100935855C8892F410054257156ED094180625CFFA0892F4100E6B26367ED09410075104282892F41009ABF8E0BED0941800DB15287892F41008E8670F1EC094100552B6587892F4100D4E0C5CBEC094180F0B62427892F41008E43E4A7EB094100ECE8A610892F41005E0EF5B2EB09410018266895882F4100F68B4642EA09410056C54C90882F41000866D4AAE90941002F224857892F41003C796D78E5094100E3087E7E892F4100509EFE62E5094100A5DE64888A2F41007E6DEF80E80941003AA8748D8A2F410092396026E90941003CE7B9418A2F41004656B3B7EA0941808F0F222D8A2F4100B89F58C0EA094100773BE1168A2F410098689A3BEB094180452A3FD7892F410036780E9CEC094101000000020000000001000000FFFFFFFF0000000003
124,R017-SYNTURF-0003,R017,R-02,Owl's Hollow field 3,Arthur Kill Road and Muldon Avenue,Field Group,Infill,EPDM,false,DPR,NULL,DPR,NULL,Capital,RG-12450-506M,07/31/2013,False,R,0xD708000001040500000080B341E945642C4100EE0E80ED9C014180EF1C3101622C41008EBD2B8FA40141005DB33DCE602C4100A6B9F4CE9E014100BEB9FB0E632C4100B860482097014180B341E945642C4100EE0E80ED9C014101000000020000000001000000FFFFFFFF0000000003
170,B139-SYNTURF-0033,B139,B-04,Heckscher Playground-Brooklyn,Linden St bet Central Ave and Wilson Ave,Field Group,Infill,Coated Sand,false,DPR,NULL,DPR,NULL,Capital,B139-115M,06/20/2016,False,B,0xD708000001042A000000001AEAF87EBA2E4100ACC9DAE67F07410065BFFED8BA2E4100D2A260DB7E0741003FF99BDDBA2E410080BAEBCF7E074100A700A0E2BA2E410040BA95C77E0741801912E9E7BA2E4100EC1297C27E0741800FE753EDBA2E4100040510C17E074100FC61BCF2BA2E4100ACA40AC37E0741005490FEF7BA2E4100B8857BC87E0741008F00F7FCBA2E4100965B3CD17E0741802C9B8401BB2E4100645D13DD7E074180B7F88805BB2E4100F4EDB1EB7E074180C763E908BB2E4100CAF3B5FC7E074180D6A91597BB2E41006EEBE3FF810741801ECB7B99BB2E410052B8A00F82074100CB68359BBB2E410074E6B82082074100AFC0369CBB2E41000E34B63282074100AEC4789CBB2E410042AB1D4582074100C3C6F99BBB2E41002AFA705782074180FA4DBD9ABB2E4100DE263369820741007595CB98BB2E4100863BE97982074100660D3296BB2E410068AA21898207418012840293BB2E4100F44D749682074100D0FA528FBB2E4100C26C84A182074100B0AE9134BB2E4100C4F5AFB1830741000F81FA2EBB2E4100B4623CBB83074100302F1129BB2E4100AA10E9C083074100B98E0023BB2E410000578CC283074100534CF41CBB2E41008CC91AC083074100A6E91717BB2E4100928CA6B98307418056E69511BB2E4100C6505DAF83074100FEBB950CBB2E410048AB89A18307418027B33B08BB2E41009AB98F90830741004D0AA704BB2E41009219E97C83074100F37FC379BA2E410020ED218C80074100030C7477BA2E4100CAC6E277800741004514F875BA2E4100CC376F6280074180DD005975BA2E41003AFE504C80074180DC049B75BA2E410034341536800741003C47BC76BA2E4100E44B4A2080074100DF8EB578BA2E4100625B7B0B8007418094427A7BBA2E4100B0C02CF87F0741001AEAF87EBA2E4100ACC9DAE67F074101000000020000000001000000FFFFFFFF0000000003
30,B068-SYNTURF-0014,B068,B-14,Parade Ground Baseball-07 and Soccer-08,Caton Avenue and Stratford Road,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,B068-101M,03/25/2004,False,B,0xD708000001040C000000804B16D1AF4D2E4100A831F67B850541808DF7A98A4D2E4100AA397DAA850541009704C1F84B2E41006A881970820541800EE289424C2E41008CD74638800541006BEC56734B2E4100765E725881054100CA4B6682492E4100A051D45C7D05410008CCBA73492E4100648334857C054180342565994A2E41004E0C6055730541008B5F2FBE4A2E41006CDA992D73054100D70F21D74E2E41006687D2A37B054180878A74E34E2E4100EE10F6347C0541804B16D1AF4D2E4100A831F67B85054101000000020000000001000000FFFFFFFF0000000003
87,M220-SYNTURF-0040,M220,M-07,Frederick Douglass Playground,Amsterdam Avenue and West 102th Street,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,M220-102M,10/30/2003,False,M,0xD7080000010407000000003904800C512E4100B2F0E7C00D0C41001FDCFEE6502E4100C84CC6170E0C410078E82FEA502E410096B652390E0C4100956E4BD24F2E41005017ABA0100C4180E87C5C224F2E41006E031E500B0C41801D73015E502E410092C229D7080C41003904800C512E4100B2F0E7C00D0C4101000000020000000001000000FFFFFFFF0000000003
144,X166-SYNTURF-0022,X166,X-03,Behagen Playground,Tinton Avenue and East 166th Street,Field Group,Non-Infill,Not Applicable,false,DPR,NULL,DPR,NULL,Capital,CNYG-808M PLANYC,06/10/2011,False,X,0xD708000001040E000000008C6931F2DD2E4100F6D396434F0D4180BDEA07FBDD2E410048439AB04E0D4180966411BCDE2E410012754EC44D0D41006424ECB4DF2E410048E2A4AD4F0D41005A4CC3E5DF2E4100640F3919520D41803943288CDE2E41000EB728C5530D4100A1449386DE2E4100061F5FEA530D4100083EA585DE2E41009AC0DC0B540D41000F52C262DE2E4100C0138A45540D4100B0CA263CDE2E41000463ACF3530D41807E495033DE2E410054D2AF60530D418017C4383BDE2E41008AF13E59530D4100494D683FDE2E410092890834530D41008C6931F2DD2E4100F6D396434F0D4101000000020000000001000000FFFFFFFF0000000003
4,X126-SYNTURF-0016,X126,X-10,Ferry Point Park,Schley Avenue and Brush Avenue,Field Group,Non-Infill,Not Applicable,false,DPR,NULL,DPR,NULL,Capital,X126-107M,12/16/2009,True,X,0xD70800000104050000000071A790CF652F4100368DBF3DD60C4180D135EF36672F410048039F4DD30C4180D55CEB5F682F41007E9B7D1ADC0C4100400E1803672F4100363A2915DF0C410071A790CF652F4100368DBF3DD60C4101000000020000000001000000FFFFFFFF0000000003
61,M011-SYNTURF-0005,M011,M-04,Chelsea Park,10th Avenue and West 28th Street,Field Group,Infill,Coated Sand,false,DPR,NULL,DPR,NULL,Capital,M011-109M,06/09/2011,False,M,0xD708000001041900000000460D7D44062E4100842E9818F7094180295205FA052E41005251B4BDF70941800013A2C1052E4100CA6DF53BF809418079503E9B052E41006CB7EC0FF8094100500AFD12052E4100B2434948F4094100DC389411052E4100B429663CF4094100636DAE10052E4100B8D8BC2FF4094100FF5F5210052E41001EB2A822F4094180B86A8210052E41004AC38515F40941808B353D11052E4100A871B108F409418063B67D12052E4100947286FCF30941801E063B14052E41005E735BF1F3094180E26A1C9F062E4100DEEA8885F00941809444D00A072E41002C3DF78CEF094100B5FE053E072E4100684B82C9EF094100286682C3072E4100C2795564F30941804A0994C4072E41008819D174F3094180CB7AF7C4072E41002457C685F3094100A160AAC4072E4100DCF8C296F3094100D393AEC3072E4100F61854A7F30941807ACC0AC2072E4100C4850BB7F3094100C3F5C9BF072E4100A8BD7DC5F3094100E62DFBBC072E410030574BD2F30941002E9BB1B9072E41000CF91CDDF3094100460D7D44062E4100842E9818F7094101000000020000000001000000FFFFFFFF0000000003
108,Q141-SYNTURF-0026,Q141,Q-02,Murray Playground,11th Street and 45th Avenue,Field Group,Infill,TPE,false,DPR,NULL,DPR,NULL,Capital,CNYG-808M PLANYC,07/13/2010,False,Q,0xD7080000010410000000805C32467B762E4100EA110AA9D0094100DDBF4CC0772E41007003C363CF0941805DB960DD772E410094B83B33D1094180AE6D24CC772E410092977F24D1094180DA1B29F9772E41009A81F9FFD30941803CDCC901782E410046E17F12D40941008EFF460E782E4100B2F53306D409410072258516782E4100DCBF218CD409410063630D01782E41007CCD5C1FD50941007BFB56DB772E4100A4198541D509418021DEB2D9772E410016A6C927D50941803125ABD0772E410004B4A414D509418068D5C9ED762E4100C4B6B4F5D5094100DC838BEA762E4100144DFFECD5094180A76D29D1762E41007CFA2C06D60941805C32467B762E4100EA110AA9D0094101000000020000000001000000FFFFFFFF0000000003
165,M063-SYNTURF-0014,M063,M-07,Gertrude Ederle Recreation Center,W 59 St bet Amsterdam Ave and W End Ave,Play Area,Non-Infill,Not Applicable,false,DPR,NULL,DPR,NULL,Capital,MG-314M,09/07/2016,False,M,0xD708000001040A000000001B0B6406212E410086903D35E20A4180083A5987212E4100A25E921CE10A41003DFC4F8C212E41005A237C8EE10A41000C244F95212E410080305FFCE10A4180BCFC26A2212E41004CFDF663E20A4180477E93B2212E41006EE91DC3E20A41805DFB3DC6212E41005409DE17E30A41006B23BEDC212E410030DA7560E30A41000B3DC256212E410066961184E40A41001B0B6406212E410086903D35E20A4101000000020000000001000000FFFFFFFF0000000003
25,B050-SYNTURF-0008,B050,B-06,Van Voorhees,Atlantic Avenue and Columbia Street,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,B050-102M,02/18/2004,False,B,0xD70800000104110000008055450A810A2E41008AF56AFB53074100700227650A2E4100043B25D5520741003EEB67DD092E410084E66F0A4D074180BFA3DAEE092E4100D251F0674C07410004DE678A0B2E4100A071302D4A0741805AB1D18C0B2E4100C69E77884A07418096A98D8A0B2E4100145CE67F4B074100AA3F98830B2E4100F0F3EC754C074180BDB2FB770B2E4100E03C21694D0741801225C9670B2E410070B919584E074100079C18530B2E410048FC74414F07418010D5083A0B2E41003054DA2350074180BE99BE1C0B2E410018CCF9FD50074180B86B65FB0A2E4100208B91CE51074100BFD82ED60A2E4100A0286D9452074180A47851AD0A2E41002658664E5307418055450A810A2E41008AF56AFB53074101000000020000000001000000FFFFFFFF0000000003
139,X116-SYNTURF-0013,X116,X-02,Rev J Polite Playground,Intervale Avenue and Kelly Street,Field Group,Non-Infill,Not Applicable,true,DPR,NULL,Unknown,NULL,Unknown,NULL,01/01/1899,False,X,0xD708000001042400000080C9B68EA3E72E41003886221E5F0D4180339C56A1E72E4100FE85F5FB5E0D4100CAD874A0E72E41000E9AD2D85E0D4100A1A1EEA0E72E4100A4C590B55E0D4180AE46C1A2E72E4100F8AF03935E0D4100C786E1A5E72E41003654FE715E0D4100A1913CAAE72E4100629547535E0D4180D607B8AFE72E41004E3E9A375E0D4180B648CD4BE82E41002EDF4F9B5C0D410019346E54E82E410006A7DD8E5C0D410001E9735DE82E410074C541885C0D41807CBF9F66E82E410028EBA9875C0D4180950DB26FE82E410032201A8D5C0D4180567F6B78E82E4100FE176C985C0D4180D6C68F80E82E410060E151A95C0D41803A48E687E82E4100909256BF5C0D4100BCC73B8EE82E41003AA1DFD95C0D418074383E29E92E4100C0C8DDAD600D41804B4EC92BE92E410004A377CD600D4100D57BF52CE92E41002C5A55EE600D4100EF04BA2CE92E4100920A850F610D4180A0C2182BE92E410084CC1230610D418017771D28E92E410062140E4F610D4180A823DE23E92E4100BE72946B610D4180CD317A1EE92E410068ECD284610D410020461918E92E4100940E109A610D4100DCE3B384E82E41009E5D5017630D41808FB25A7CE82E4100F0A37428630D4100EDF66673E82E41007823B533630D4180F25E1A6AE82E4100F48ABE38630D4100AA9EB960E82E4100D6E56B37630D41001FC08957E82E4100429CC62F630D4100564ACE4EE82E410014CB0722630D410049BEC746E82E4100D23B940E630D4100DD3CB13FE82E4100A80CFBF5620D4180C9B68EA3E72E41003886221E5F0D4101000000020000000001000000FFFFFFFF0000000003
196,M010-SYNTURF-0002,M010,M-13,Heckscher Playground - Central Park,Hecksher Playground,Play Area,Infill,Unknown,false,Other,Central Park Conservancy,Unknown,NULL,Unknown,NULL,05/12/2016,False,M,0xD708000001042500000000F6EFCD243A2E4100480CAFFCC30A41006C3003203A2E4100CAB101FBC30A418071905D1B3A2E4100881207F6C30A4180938301173A2E410010CFE4EDC30A410055CD10133A2E41005C68DBE2C30A41002C00AA0F3A2E4100B83340D5C30A41007FA6E70C3A2E4100BE5A7DC5C30A4100A115DF0A3A2E410046270DB4C30A4100D06DA0093A2E41005CA776A1C30A4100311735093A2E410032A94B8EC30A4100D06DA0093A2E41000AAB207BC30A4100A115DF0A3A2E4100202B8A68C30A41007FA6E70C3A2E4100A8F71957C30A41002C00AA0F3A2E4100AC1E5747C30A410055CD10133A2E410008EABB39C30A4180938301173A2E41005683B22EC30A418071905D1B3A2E4100DE3F9026C30A41006C3003203A2E41009AA09521C30A4100F6EFCD243A2E41001C46E81FC30A418080AF98293A2E41009AA09521C30A41007B4F3E2E3A2E4100DE3F9026C30A4100595C9A323A2E41005683B22EC30A418097128B363A2E410008EABB39C30A4180C0DFF1393A2E4100AC1E5747C30A41806D39B43C3A2E4100A8F71957C30A41804BCABC3E3A2E4100202B8A68C30A41801C72FB3F3A2E41000AAB207BC30A4180BBC866403A2E410032A94B8EC30A41801C72FB3F3A2E41005CA776A1C30A41804BCABC3E3A2E410046270DB4C30A41806D39B43C3A2E4100BE5A7DC5C30A4180C0DFF1393A2E4100B83340D5C30A418097128B363A2E41005C68DBE2C30A4100595C9A323A2E410010CFE4EDC30A41007B4F3E2E3A2E4100881207F6C30A418080AF98293A2E4100CAB101FBC30A4100F6EFCD243A2E4100480CAFFCC30A4101000000020000000001000000FFFFFFFF0000000003
56,B275-SYNTURF-0056,B275,B-13,Grady Playground,Brighton 3rd Street and Shore Parkway,Field Group,Infill,Rubber Crumb,true,DOE,NULL,SCA,NULL,Unknown,NULL,10/01/2006,False,B,0xD708000001040E000000002C9FA2E1542E4100C0065EF0860241807AE1BFA5542E4100583347AA810241000AF94DC9542E4100C4E191E980024180D085C9B2562E41000E6512907F02410003875015572E4100C4D3A2C97F0241805DA4C196562E4100529DED9A8D024100EB16915B552E41003CBD1CEA8C024100BAAE864C552E410008CEA3D58C02410066F07B3E552E41000207E9B78C0241004D3BCB31552E41001293AC918C024180AB5DC626552E4100F25DE4638C0241809365B41D552E41001460B72F8C024100E89CCF16552E41008E8E75F68B0241002C9FA2E1542E4100C0065EF086024101000000020000000001000000FFFFFFFF0000000003
6,M196-SYNTURF-0036,M196,M-03,Playground One,Oliver Street and Madison Street,Unknown,Unknown,Unknown,false,DPR,NULL,DPR,NULL,Capital,M196-118M,01/01/1899,True,M,0xD708000001040500000000EF4635520E2E4100A084D68444084180EE1975610E2E4100B688DF5F42084180F3AB9AD00E2E4100D6A3459142084180F4035BC10E2E4100BE9F3CB644084100EF4635520E2E4100A084D68444084101000000020000000001000000FFFFFFFF0000000003
63,M017-SYNTURF-0007,M017,M-03,Corlears Hook Park,Jackson Street and Water Street,Field Group,Non-Infill,Not Applicable,false,DPR,NULL,DPR,NULL,Capital,CNYG-1408M PLANYC,09/22/2011,False,M,0xD708000001040600000080FAF91DAE352E41008C5023C1380841006410E89C352E4100F8E222053C0841800308B0C7332E41008A700D9B3B08418006C5E5E4332E41003E83156736084180BF2A0611342E4100986C367F36084180FAF91DAE352E41008C5023C138084101000000020000000001000000FFFFFFFF0000000003
120,Q448-SYNTURF-0040,Q448,Q-12,Roy Wilkins Park,175th Street & 116th Avenue,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,Q448-104M,06/30/2005,False,Q,0xD708000001042C00000000880115E7F22F41005A7C446D31074100CC0E46E3F22F4100F42D95F030074100DA5152E4F22F410040D40A733007410097E732EAF22F4100DCC6A6F72F0741007908C4F4F22F410038995D812F07410085DDC403F32F4100484A04132F0741005784D916F32F41004ED040AF2E0741802ABD8C2DF32F4100804475582E074100E59C5347F32F4100EE26B7102E07410023E78F63F32F41003C3ABDD92D074100466C9481F32F41008277D9B42D0741008767A9A0F32F41002CA2EDA22D07410003DB0FC0F32F4100E69768A42D074100D39B07DFF32F410088983FB92D0741009B8AC0F6F32F4100C4D98CD72D07418037A7650DF42F4100160AFD002E07410068F6A322F42F41002EF7F6342E074180FD302D36F42F41002C7ABC722E0741007B7F9D09F62F4100CC98A458360741807D8BA419F62F41006A0C64AF360741007ADC4D26F62F4100E278A00E37074180603B532FF62F41002CBA4774370741006E188234F62F4100B8B722DE370741001A180237F62F4100740BFF55380741000540EB34F62F4100AAF3FACD380741005DA8492EF62F41008E314C4339074180BC204523F62F4100884A35B33907418022821F14F62F410084B41B1B3A074180EAD53201F62F410024EE93783A074100CAFDEFEAF52F4100F6EE6EC93A074180C42EDCD1F52F4100BA4BCC0B3B0741801A938CB6F52F41006A3E1E3E3B0741004346A499F52F410084723A5F3B074180D9A0CF7BF52F410006055A6E3B0741008EB1C05DF52F410096EC226B3B07410017B42A40F52F41008051A9553B07410058E71725F52F41003CFC7C3B3B07410004926B0BF52F4100184549103B074100AC87CFF3F42F410066142DD53A074180AE81E0DEF42F41001078AF8B3A0741801C8F730CF32F4100EC52C5B832074100556EF7FBF22F41006089045232074180C9576BEFF22F4100C252B7E231074100880115E7F22F41005A7C446D31074101000000020000000001000000FFFFFFFF0000000003
177,M098-SYNTURF-0019,M098,M-02,Washington Square Park,Washington Sq S and Sullivan St,Play Area,Non-Infill,Not Applicable,false,Other,Washington Square Park Conservancy,NULL,NULL,Unknown,NULL,04/07/2014,False,M,0xD708000001046A00000080600B786E0C2E4100CEF271291A094100021A7F6A0C2E410056C6862F1A094180E64655660C2E4100DA1705331A094180769D15620C2E4100020FD6331A0941001B54DB5D0C2E4100BEA3F5311A0941003EA1C1590C2E410038EA6D2D1A09410045E4E2550C2E4100E4CA5D261A094180902458520C2E4100724AF21C1A0941803B8D9F2F0C2E4100AA0E28031A094180ED9B640C0C2E4100EAE065F919094180ADE69DF60B2E41005AF99CFC1909418021B905E10B2E410090564C081A09410099CFA5D90B2E41006AF1C3001A094180ECAC7ED20B2E410028CD5BF619094180AEFAA4C90B2E4100E284B6E419094180E88E6EC10B2E4100A2CBADCE190941002004FEB90B2E4100D05A9EB419094180E38A16B70B2E4100D810CEAA19094180350A96B40B2E41008A805A9F190941804DF48AB20B2E4100EC868792190941005B6101B10B2E41001A619E84190941007F0D02B00B2E410054B4F1751909410090DE3FAF0B2E4100CA54405D19094180DE3154AF0B2E41008CEC5F441909418069B13EB00B2E4100560DC42B1909418020FFFAB10B2E4100E848E01319094180CB0881C40B2E4100700D93C918094180C2606ED90B2E4100A4344D8A1809418073E15AF00B2E410046DF49571809410075EBCC140C2E410062C1644A180941007C05451B0C2E4100FAB8DD1E180941806DE4491C0C2E4100BADC1A2818094100CEABAD1D0C2E4100580D893018094100789D661F0C2E4100EAD1EB37180941803A2068210C2E4100A4690D3E18094100DFECA3230C2E4100DAD3C24218094100270E0A260C2E41000A20E94518094100CF0B89280C2E4100DECD6A471809418093420F2B0C2E41002C713C47180941002D8E8A2D0C2E4100F6615F451809418057F5E82F0C2E41007210E14118094180D0AB19320C2E41000205DB3C180941805BBC0C340C2E410030DC703618094180C260B4350C2E4100AE46D02E18094180D7AB04370C2E4100505D3026180941807635F4370C2E410004F1CE1C18094100841A7C380C2E4100D4DEEF1218094180F3D398380C2E4100CA07D9081809410095EC3C5E0C2E41007ECE64E6170941002F3F12730C2E4100FA760FF717094100CB7C07840C2E410086D6477B180941000F2D75870C2E41001694A67A180941803D7DDD8A0C2E410074DE4B7C18094100FA3C288E0C2E410074492C8018094180EB683E910C2E4100AEF42C8618094180BC2A0A940C2E41007ADF228E1809410022DB77960C2E41000245D69718094100D95776980C2E4100404803A318094180AA59F7990C2E4100FCF359AF180941006FA1F09A0C2E4100E89A83BC180941000B215B9B0C2E4100A22F24CA1809410073D2339B0C2E4100B49CDBD718094100ABE27B9A0C2E4100A2C847E518094180C75B38990C2E4100044E0BF218094100EB4F72970C2E41007C23CCFD18094180452D36950C2E4100CAF7360819094180126893920C2E4100D28D0211190941009D269D8F0C2E4100A068F0171909410033BC678C0C2E41007ED3D01C190941804C2B9F8A0C2E4100CAFEBB1F19094180FB3CFD880C2E4100A02ED423190941806F348E870C2E41009026FB2819094180D3275D860C2E410000EE092F1909410049D372850C2E410040D4D23519094180EA19D6840C2E4100881C223D19094100CBDA8B840C2E410002AEC04419094100F31996840C2E4100D26B754C190941006081F4840C2E41001A8D0654190941800861A4850C2E4100F6483A5B19094100D883A0860C2E41009832DA6119094180B15AE1870C2E4100403DB5671909418070A85D890C2E410040649E6C19094180EA2B0A8B0C2E410008B3707019094180ED20DA8C0C2E41002A450F731909418005476D8E0C2E4100FEE55F76190941008247D88F0C2E4100A882AE7A190941003BE310910C2E4100B032DC7F19094180120A0F920C2E41009059C58519094180EB82CB920C2E4100A24E408C19094180B34341930C2E410040652193190941805D466D930C2E4100AA90379A19094180E4074E930C2E410024C451A1190941004DB5E4920C2E4100F0F23EA819094180A1FE33920C2E410054BCCEAE19094100F49740910C2E4100A01BD4B4190941805E6411900C2E41002C1024BA190941000149AE8E0C2E410072FD9ABE19094180002F218D0C2E4100F4A218C21909410087D6748B0C2E4100567C85C419094180C1ABB4890C2E410058BDD0C519094100DF1CED870C2E4100D4FDF0C5190941000F6D2A860C2E4100CA91E5C4190941001E68FD870C2E41001EA51CEF19094100BA1428790C2E4100C6A920091A094180DE2606740C2E41009C34671A1A094180600B786E0C2E4100CEF271291A094101000000020000000001000000FFFFFFFF0000000003
37,B111-SYNTURF-0025,B111,B-06,J.J. Byrne Playground,4th Avenue and 3rd Street,Field Group,Non-Infill,Not Applicable,false,DPR,NULL,DPR,NULL,Capital,B111-107M,04/29/2009,False,B,0xD708000001041300000000D0C27EED292E4100C08D3109840641001248D9142A2E4100A4C58808850641007088652A2A2E410040E3192C850641009CBB153E2A2E41006660065E850641004ADC514F2A2E41004AE7CD9C850641807A8C955D2A2E41009E5C8DE685064100829A72682A2E4100CA4F0C39860641001FB5956F2A2E41003877D091860641007CC3C7722A2E410090242DEE860641003A3FF0712A2E410012755B4B870641802BCA0D9C2A2E41005027704F88064100BE61EE932A2E4100E21C976688064180BF0D1A992A2E41007C81CB86880641806D42ECD3282E410024F826058D064100006B13AE282E4100FC5755ED8C064100E8173403282E4100CEFFE2B488064180AE8047E0292E410048DCAD0484064180584CD8E4292E4100A009F12084064100D0C27EED292E4100C08D310984064101000000020000000001000000FFFFFFFF0000000003
51,B245-SYNTURF-0049,B245,B-08,St. John's Recreation Center,Bergen Street and Schenectady Avenue,Field Group,Infill,TPE,false,DPR,NULL,DPR,NULL,Capital,CNYG-808M PLANYC,12/09/2010,False,B,0xD708000001042A0000008073B0E420972E410024D0C2B59C064100D1A8A01D972E41000C2241B69C06410046AD621A972E41009A7796B49C0641002CEC4117972E4100F83CCEB09C064100D6E55314972E41008CA602AB9C0641809443AD11972E4100F4B05CA39C064100B0D5600F972E4100021D129A9C06418065667E0D972E4100B017648F9C064180E83A130C972E41001E8A9C839C0641806092290B972E41008E710F779C064100E578C70A972E4100527B136A9C0641002763BAE8962E41004417BBFB9406410074318CE8962E4100FC25C1E79406410016633AE9962E41005E8DF3D394064180F8C2BFEA962E4100B2CFE8C094064180ED6310ED962E41002CBB32AF94064180B2231BF0962E4100CE59569F94064100EDA8C8F3962E410072F5CD919406410031E6FCF7962E4100A4AFFF869406418002F197FC962E4100A0813D7F94064100DAAD7601972E41004C38C37A94064180AA61B646992E4100589391E39306410067C37C49992E4100A2CBADE493064180CE232D4C992E4100140BA3E7930641009506B44E992E41005C7D5CEC9306410073C6FE50992E4100F4DDB7F29306418028C2FC52992E41002AD086FA930641807C879F54992E41001E8B8F03940641804129DB55992E4100D4E1900D9406418055C0A656992E41003243421894064100A16BFC56992E41000CBE55239406418018D7C86B992E4100868CE1E5980641003300497A992E41003AA144AA9B064180EAFCB179992E4100568763BC9B064180A81A5678992E4100D6BED5CD9B06410096EE3F76992E4100B8E916DE9B064100EF177F73992E41002412ACEC9B06410005962870992E41006A5A26F99B0641003AC6556C992E41001C5926039C064180FEB72368992E41001479610A9C064180CD2AB263992E41007E499F0E9C06418073B0E420972E410024D0C2B59C064101000000020000000001000000FFFFFFFF0000000003
158,B162-SYNTURF-0037,B162,B-12,Brizzi Playground,10th Avenue and 42nd Street,Play Area,Non-Infill,Not Applicable,false,DPR,NULL,DPR,NULL,Capital,BG-512M,11/10/2014,False,B,0xD708000001040A0000008051BE05B2142E4100F0DBAAD2290541803AE042C9142E4100FA96038929054100283F33D7142E4100E00092C8290541800917F5DF142E4100A81548D829054100977625E9142E41008A945DE32905418039909DF2142E4100D074A3E9290541000810CE4D152E4100D25D61C22B05418025A76C2A152E4100A6E782322C054180C7A710BF142E4100B02E83142A05418051BE05B2142E4100F0DBAAD229054101000000020000000001000000FFFFFFFF0000000003
18,Q099-SYNTURF-0015,Q099,Q-15,Flushing Meadows Corona Park,Fountain of the Fairs PR South,Field Group,Unknown,Unknown,false,DPR,NULL,DPR,NULL,Capital,Q099-101M,04/26/2002,True,Q,0xD7080000010405000000005383DD1A652F4100C4AEB7D0D30941000D4D8F99642F41009EA2DAD7D809410045C5D05B622F410038C1AE49D5094100C79998DA622F4100E05E5330D00941005383DD1A652F4100C4AEB7D0D3094101000000020000000001000000FFFFFFFF0000000003
75,M105-SYNTURF-0022,M105,M-03,Sara D. Roosevelt - Nike Field,Stanton Street and Chrystie Street,Field Group,Infill,EPDM,false,DPR,NULL,Other,Nike,Unknown,NULL,01/01/2015,False,M,0xD708000001040500000000758AD7721C2E41007A22EF08B20841802EE38BA51B2E41001A551D4AB3084180FBC2DD1F1B2E41003ADE59AEAD084180D79AD7F51B2E410072EBF567AC084100758AD7721C2E41007A22EF08B2084101000000020000000001000000FFFFFFFF0000000003
32,B068-SYNTURF-0016,B068,B-14,Parade Ground Dennis Trott Field 04,Parkside Avenue and  Parade Place,Field Group,Non-Infill,Not Applicable,false,DPR,NULL,DPR,NULL,Capital,B068-102M,06/24/2004,False,B,0xD708000001040700000080CA800F15522E410022B0597A9405410027CB1582512E4100686DD7E898054100D8F44BF2502E410082FBBB3E9D054180873D2D7B4F2E4100944D33429A0541808C53C106502E41004496B9E39505418009FD0995502E410014DB916F91054180CA800F15522E410022B0597A94054101000000020000000001000000FFFFFFFF0000000003
89,M225-SYNTURF-0042,M225,M-11,Wagner Playground,2nd Avenue and East 121st Street,Field Group,Infill,Rubber Crumb,true,DPR,NULL,DPR,NULL,Capital,M225-104M,03/18/2005,False,M,0xD70800000104120000008086DA9E83952E4100CABD4DE7290C41002B65A377952E41001E65EE66290C41800C7FDA6F952E4100D8947DE1280C4180A9BE646C952E410068A92959280C41803BEC506D952E410074C72FD0270C4100B2FF9A72952E4100A813CD48270C4180B7A12C7C952E41009CAA3AC5260C4180B102DE89952E4100A6849F47260C4180C184759B952E4100C0C10BD2250C4100C93EA9B0952E4100568D6A66250C4100717F20C9952E410042C68006250C41802CA474E4952E410096E6E0B3240C418061E82190962E4100A883C139230C4100DD7D256A972E41002211EF66290C41007714305F972E4100A8222CFB290C4180D6D8B1B4962E41008A5006752B0C4180234CF4F3952E4100A8780B202D0C418086DA9E83952E4100CABD4DE7290C4101000000020000000001000000FFFFFFFF0000000003
